text,label
คุณได้รับบัตรชมฟรีคอนเสิร์ต กรุณาแจ้งชื่อที่อยู่เพื่อจัดส่ง,1
Verification code: 223344,0
สถาบันรับรองวิชาชีพโทรแจ้งผลสอบ,0
เธอว่างอาทิตย์นี้ไปดำน้ำไหม อยากไปแต่ต้องเตรียมอุปกรณ์,0
แจ้งเตือนเน็ตบ้านหมดอายุ โปรดกด *456*1# เพื่อชำระค่าบริการ,1
Your download code is 998877,0
ศุลกากรโทรแจ้งนัดรับสินค้าที่ด่านตม.,0
คนโทรไม่พูดอะไร,0
กินข้าวยัง ทานแล้วครับ,0
คุณได้รับข้อเสนอเปิดบัตรเครดิตใหม่โดยไม่ต้องค้ำประกัน,1
Your secret code is 667788,0
สำนักงานประกันภัยโทรแจ้งอนุมัติเคลมรถ,0
เมื่อไหร่จะไปเที่ยวเชียงใหม่กัน เดือนหน้าได้ไหม,0
แจ้งเตือน โปรดยืนยันข้อมูลบัญชีธนาคารของคุณภายใน 24 ชม.,1
Your confirmation number is 445522,0
วันเสาร์นี้เจอที่ร้านกาแฟไหม ได้เลย,0
กรมป้องกันและบรรเทาสาธารณภัยโทรแจ้งคำแนะนำรับมืออุทกภัย,0
เสียงแตกครับ แก้ไขหน่อย,0
รหัสยืนยันของคุณคือ 556644,0
คุณได้รับสิทธิ์แลกคูปองส่วนลด 50% กรุณาส่งบัตรประชาชนเพื่อรับสิทธิ์,1
พรุ่งนี้มีนัดติวภาษาอังกฤษตอนเย็นไหม ขอเลื่อนเป็นเช้าได้ไหม,0
Your Apple ID verification code is 778822,0
สำนักงานพัฒนาชุมชนโทรแจ้งเงินสงเคราะห์ชุมชนจะเข้าบัญชีวันนี้,0
ไม่ทราบว่าใครโทรมา,0
"สวัสดีค่ะ ดิฉันชื่อสุภาวดี โทรจากธนาคารกรุงเทพค่ะ ตอนนี้บัญชีของคุณมีการทำธุรกรรมที่ผิดปกติค่ะ จริงเหรอครับ? ผมไม่ได้ทำธุรกรรมอะไรเลยนะ ค่ะ เราตรวจพบการโอนเงินจำนวน 50,000 บาท ไปยังบัญชีในต่างประเทศค่ะ คุณยืนยันว่าคุณไม่ได้ทำรายการนี้ใช่ไหมคะ? ใช่ครับ ผมไม่ได้ทำ ในกรณีนี้ เราจำเป็นต้องยืนยันตัวตนของคุณเพื่อป้องกันการถูกแฮ็กค่ะ กรุณาแจ้งหมายเลขบัตรประชาชนและวันเดือนปีเกิดของคุณค่ะ เอ่อ... ได้ครับ หมายเลขบัตรประชาชนคือ 1234567890123 วันเกิด 1 มกราคม 2530 ขอบคุณค่ะ ตอนนี้เราจะส่งรหัส OTP ไปยังหมายเลขโทรศัพท์ของคุณ กรุณาแจ้งรหัสนั้นให้เราทราบค่ะ ได้รับแล้วครับ รหัสคือ 654321 ขอบคุณค่ะ ขณะนี้เรากำลังดำเนินการป้องกันบัญชีของคุณค่ะ",1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ ขณะนี้คุณมีสิทธิ์ได้รับเงินคืนภาษีจำนวน 15,000 บาทครับ จริงเหรอครับ? ผมต้องทำอย่างไรบ้าง กรุณาแจ้งหมายเลขบัญชีธนาคารและรหัสผ่านเพื่อให้เราสามารถโอนเงินคืนให้คุณได้ครับ เอ่อ... ผมไม่แน่ใจว่าควรให้ข้อมูลนี้หรือไม่ หากคุณไม่ให้ข้อมูลภายใน 24 ชั่วโมง คุณจะเสียสิทธิ์ในการรับเงินคืนนะครับ",1
สวัสดีค่ะ ดิฉันโทรจากบริษัทขนส่งค่ะ พัสดุของคุณถูกส่งผิดที่ค่ะ โอ้ จริงเหรอครับ? แล้วผมต้องทำอย่างไร กรุณาแจ้งที่อยู่ใหม่และหมายเลขบัตรประชาชนเพื่อยืนยันตัวตนค่ะ ที่อยู่ใหม่คือ 123 ถนนสุขสันต์ เขตบางกอกใหญ่ กรุงเทพฯ 10600 หมายเลขบัตรประชาชนคือ 1234567890123 ขอบคุณค่ะ เราจะดำเนินการส่งพัสดุให้คุณใหม่ค่ะ,1
"สวัสดีค่ะ ดิฉันโทรจากสำนักงานตำรวจแห่งชาติค่ะ ขณะนี้คุณมีหมายจับเนื่องจากเกี่ยวข้องกับการฟอกเงินค่ะ อะไรนะครับ? ผมไม่เคยทำอะไรผิดเลย หากคุณต้องการยกเลิกหมายจับ กรุณาโอนเงินค่าธรรมเนียม 20,000 บาทภายในวันนี้ค่ะ ผมต้องโอนไปที่ไหนครับ? กรุณาโอนไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพค่ะ",1
สวัสดีค่ะ ดิฉันโทรจากบริษัทประกันชีวิตค่ะ คุณมีสิทธิ์ได้รับกรมธรรม์ฟรีค่ะ จริงเหรอครับ? ผมต้องทำอย่างไรบ้าง กรุณาแจ้งหมายเลขบัตรประชาชนและบัญชีธนาคารเพื่อดำเนินการค่ะ หมายเลขบัตรประชาชนคือ 1234567890123 บัญชีธนาคารคือ 987-654321-0 ขอบคุณค่ะ เราจะดำเนินการให้คุณทันทีค่ะ,1
สวัสดีครับ ผมโทรจากธนาคารกสิกรไทยครับ บัญชีของคุณมีการใช้งานผิดปกติครับ จริงเหรอครับ? ผมควรทำอย่างไร กรุณาแจ้งรหัสผ่านของคุณเพื่อให้เราตรวจสอบและป้องกันการถูกแฮ็กครับ รหัสผ่านคือ mypassword123 ขอบคุณครับ เราจะดำเนินการตรวจสอบให้ทันทีครับ,1
สวัสดีค่ะ ดิฉันโทรจากบริษัทโทรคมนาคมค่ะ คุณมีสิทธิ์ได้รับโปรโมชั่นพิเศษค่ะ โปรโมชั่นอะไรครับ? คุณจะได้รับอินเทอร์เน็ตไม่จำกัดในราคาเพียง 99 บาทต่อเดือนค่ะ กรุณาแจ้งหมายเลขบัตรประชาชนเพื่อสมัครค่ะ หมายเลขบัตรประชาชนคือ 1234567890123 ขอบคุณค่ะ เราจะดำเนินการสมัครให้คุณทันทีค่ะ,1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ คุณมีภาษีค้างชำระจำนวน 10,000 บาทครับ จริงเหรอครับ? ผมไม่เคยได้รับแจ้งมาก่อน หากคุณไม่ชำระภาษีภายใน 3 วัน คุณจะถูกดำเนินคดีครับ กรุณาโอนเงินไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพครับ",1
สวัสดีครับ ผมโทรจากธนาคารกรุงไทยครับ บัญชีของคุณมีการใช้งานผิดปกติครับ จริงเหรอครับ? ผมควรทำอย่างไร กรุณาแจ้งรหัสผ่านของคุณเพื่อให้เราตรวจสอบและป้องกันการถูกแฮ็กครับ รหัสผ่านคือ mypassword123 ขอบคุณครับ เราจะดำเนินการตรวจสอบให้ทันทีครับ,1
"สวัสดีค่ะ ดิฉันโทรจากธนาคารแห่งประเทศไทยค่ะ ขณะนี้บัญชีของคุณมีการทำธุรกรรมที่ผิดปกติค่ะ จริงเหรอครับ? ผมไม่ได้ทำธุรกรรมอะไรเลยนะ ค่ะ เราตรวจพบการโอนเงินจำนวน 100,000 บาท ไปยังบัญชีในต่างประเทศค่ะ คุณยืนยันว่าคุณไม่ได้ทำรายการนี้ใช่ไหมคะ? ใช่ครับ ผมไม่ได้ทำ ในกรณีนี้ เราจำเป็นต้องยืนยันตัวตนของคุณเพื่อป้องกันการถูกแฮ็กค่ะ กรุณาแจ้งหมายเลขบัตรประชาชนและวันเดือนปีเกิดของคุณค่ะ เอ่อ... ได้ครับ หมายเลขบัตรประชาชนคือ 1234567890123 วันเกิด 1 มกราคม 2530 ขอบคุณค่ะ ตอนนี้เราจะส่งรหัส OTP ไปยังหมายเลขโทรศัพท์ของคุณ กรุณาแจ้งรหัสนั้นให้เราทราบค่ะ ได้รับแล้วครับ รหัสคือ 654321 ขอบคุณค่ะ ขณะนี้เรากำลังดำเนินการป้องกันบัญชีของคุณค่ะ",1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ ขณะนี้คุณมีสิทธิ์ได้รับเงินคืนภาษีจำนวน 20,000 บาทครับ จริงเหรอครับ? ผมต้องทำอย่างไรบ้าง กรุณาแจ้งหมายเลขบัญชีธนาคารและรหัสผ่านเพื่อให้เราสามารถโอนเงินคืนให้คุณได้ครับ เอ่อ... ผมไม่แน่ใจว่าควรให้ข้อมูลนี้หรือไม่ หากคุณไม่ให้ข้อมูลภายใน 24 ชั่วโมง คุณจะเสียสิทธิ์ในการรับเงินคืนนะครับ",1
"สวัสดีค่ะ ดิฉันโทรจากสำนักงานตำรวจแห่งชาติค่ะ ขณะนี้คุณมีหมายจับเนื่องจากเกี่ยวข้องกับการฟอกเงินค่ะ อะไรนะครับ? ผมไม่เคยทำอะไรผิดเลย หากคุณต้องการยกเลิกหมายจับ กรุณาโอนเงินค่าธรรมเนียม 30,000 บาทภายในวันนี้ค่ะ ผมต้องโอนไปที่ไหนครับ? กรุณาโอนไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพค่ะ",1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ คุณมีภาษีค้างชำระจำนวน 15,000 บาทครับ จริงเหรอครับ? ผมไม่เคยได้รับแจ้งมาก่อน หากคุณไม่ชำระภาษีภายใน 3 วัน คุณจะถูกดำเนินคดีครับ กรุณาโอนเงินไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพครับ",1
เฮ้ ช่วงนี้เป็นยังไงบ้าง ไม่ได้เจอกันนานเลยนะ ก็เรื่อย ๆ แหละ งานยุ่งนิดหน่อย แล้วนายล่ะ? เหมือนกันเลย งานถล่มหัว แต่ดีใจที่มีเวลาคุยบ้าง ใช่เลย วันก่อนยังคิดถึงสมัยเรียนอยู่เลย คิดถึงแก๊งตอนม.6 ใช่ปะ? ใช่ ฮาเฮกันทุกวัน ไม่มีอะไรเครียดเลย พรุ่งนี้ว่างมั้ย ไปกินหมูกระทะกัน ว่างดิ นัดกี่โมง? สัก 6 โมงเย็นที่ร้านเดิมนะ โอเค เจอกันนะ,0
สวัสดีค่ะ โทรจากสำนักงานประกันสังคมนะคะ ขอแจ้งสิทธิ์ของคุณเกี่ยวกับเงินชดเชยกรณีว่างงานค่ะ อ๋อครับ ได้สิทธิ์อะไรบ้างครับ? คุณมีสิทธิได้รับเงินชดเชย 50% ของรายได้เดือนสุดท้าย เป็นเวลาไม่เกิน 180 วันค่ะ แล้วผมต้องดำเนินการยังไงบ้างครับ? กรุณายื่นเอกสารผ่านระบบ e-Service และแนบสำเนาบัตรประชาชนพร้อมแบบฟอร์มรับรองการลาออกค่ะ ขอผมจดลิงก์หน่อยครับ ได้เลยค่ะ เข้าเว็บ www.sso.go.th แล้วไปที่เมนู “ว่างงาน” ค่ะ ขอบคุณมากครับ,0
"Your account verification is required to proceed with login on a new device. Are you attempting to login? Yes, I just tried from my new phone. Thank you. Please confirm the 6-digit code we just sent via SMS to your registered number ending in 88. The code is 781245. Thank you. The verification is successful. You may now continue using your account securely.",0
เสียงแตกมากเลยครับ ได้ยินไหม? ได้ยินเป็นบางคำน่ะครับ พูดอีกทีได้ไหม? ผมบอกว่าผมอยู่หน้าร้านแล้วครับ ร้านไหนนะ? ร้านกาแฟตรงปากซอยอ่ะครับ ตรงที่มีป้ายสีแดง อ๋อ โอเค เดี๋ยวผมเดินออกไปนะ,0
วันนี้มีประชุมงานโปรเจกต์ที่ชั้น 5 ใช่มั้ย? ใช่ครับ เริ่มบ่ายสองตามที่แจ้งในเมล ผมยังไม่ได้รับลิงก์ Zoom เลยนะ น่าจะอยู่ในอีเมลจากฝ่าย HR ลองเช็คดูครับ โอเคครับ ถ้าไม่เจอเดี๋ยวรบกวนส่งให้นะ ได้เลยครับ เดี๋ยวผมส่งให้อีกที,0
สวัสดีครับ สำนักงานเขตพระนคร โทรมาแจ้งเรื่องการเปลี่ยนเวลาตัดน้ำชั่วคราวครับ อ๋อครับ แล้วจะตัดช่วงไหนครับ? ในคืนวันเสาร์นี้ตั้งแต่เวลา 22.00 น. ถึงเช้าวันอาทิตย์เวลา 06.00 น. ครับ โอเคครับ จะได้เตรียมตัวไว้ ขอบคุณนะครับ ยินดีครับ แจ้งเพื่อให้ประชาชนไม่ลำบากครับ,0
"This is a security confirmation call. Someone just tried to reset your account password. That wasn't me. What should I do? Your account has been temporarily locked. We need you to verify your identity. How do I do that? Please confirm your date of birth and the last 4 digits of your ID. 1 Jan 1995, and the last 4 digits are 1234. Thank you. You will receive an OTP shortly to your mobile. Got it. It's 998877. Verification complete. Your account is secure now.",0
เธอถึงที่นัดหรือยัง? ยังเลย รถติดมาก น่าจะอีกประมาณ 20 นาที โอเค เดี๋ยวเราเดินหาที่นั่งรอก่อน ฝากสั่งชามะนาวให้ด้วยนะ รับทราบ เดี๋ยวจัดให้สองแก้วเลย,0
เสียงเบามากเลยค่ะ ได้ยินไม่ชัดเลย สัญญาณไม่ดีรึเปล่า? อาจจะใช่ ตอนนี้อยู่บน BTS อ๋อ เข้าใจละ เดี๋ยวรอถึงสถานีแล้วโทรใหม่ก็ได้,0
โทรจากกรมควบคุมโรคนะคะ แจ้งให้คุณทราบว่าคุณเป็นผู้สัมผัสใกล้ชิดกับผู้ติดเชื้อ COVID-19 ค่ะ จริงเหรอครับ ผมต้องทำยังไง? กรุณาเข้ารับการตรวจที่โรงพยาบาลใกล้บ้าน และงดออกจากบ้าน 5 วันค่ะ ขอบคุณที่แจ้งครับ ผมจะรีบจัดการเลยครับ,0
รหัสยืนยันของคุณคือ 334455 กรุณาใช้ภายใน 10 นาที รับทราบครับ กำลังกรอกอยู่เลย ถ้าคุณไม่ได้เป็นผู้ร้องขอ ให้รีบเปลี่ยนรหัสผ่านทันทีนะครับ,0
เฮ้ ว่างมั้ย วันนี้เรานัดกินหมูกระทะกันตอนเย็นนะ จำได้ปะ? จำได้ๆ กี่โมงนะ? นัด 6 โมงที่ร้านประจำข้างเซเว่นอ่ะ โอเค เดี๋ยวออกจากงานแล้วตรงไปเลย อย่าลืมเอาซอสสูตรพิเศษของแกมาด้วยนะ จัดให้ตามคำขอ,0
"สวัสดีครับ โทรจากธนาคารไทยพาณิชย์ ขณะนี้บัญชีของคุณมีธุรกรรมที่ไม่ปกติครับ อะไรนะครับ? รายการไหน? มีการโอนเงิน 75,000 บาทไปยังบัญชีต่างประเทศครับ หากไม่ใช่คุณ กรุณายืนยันตัวตนโดยแจ้งหมายเลขบัตรประชาชนและรหัส OTP บัตรประชาชนคือ 1234567890123, OTP คือ 994477 ขอบคุณครับ ขณะนี้เราจะระงับธุรกรรมให้ทันที",1
แก พรุ่งนี้ว่างไหม ไปเดินเล่นที่ตลาดนัดรถไฟกัน ว่างๆ นี่อยากไปอยู่พอดี เดี๋ยวเรานัดกันที่ MRT ห้วยขวางตอนบ่ายสามนะ ได้เลย ไปกินนมเย็นด้วยกันนะ จัดไป,0
"สวัสดีค่ะ จากกรมศุลกากร แจ้งว่าคุณมีพัสดุตกค้างจากต่างประเทศ ถ้าไม่ดำเนินการจะถูกทำลาย ผมไม่ได้สั่งของจากต่างประเทศเลยนะครับ ในกรณีนี้คุณต้องจ่ายค่าภาษีนำเข้าเพื่อเคลียร์พัสดุ จำนวน 3,500 บาทค่ะ โอนมาที่บัญชีตามนี้นะคะ... อ่อครับ...",1
มึงว่างคืนนี้มั้ย พวกเราจะรวมตัวที่บ้านจิมตอน 3 ทุ่ม โห นาน ๆ ทีนะเนี่ย เออไปดิ แจ้งพวกคนอื่น ๆ ด้วยละกัน เดี๋ยวเราซื้อของกินไว้รอ เจอกันๆ,0
"คุณคือผู้โชคดีได้รับสิทธิ์กู้สินเชื่อด่วนโดยไม่ต้องใช้หลักทรัพย์ค้ำประกัน จริงเหรอครับ? ใช่ครับ แค่โอนค่าดำเนินการล่วงหน้า 2,000 บาทเข้าบัญชีนี้ แล้วจะได้รับเงินทันที ขอเช็คก่อนนะครับ... หากคุณช้าเกินไป สิทธิ์จะหมดทันทีนะครับ",1
ไปดูหนังกันปะ แถวๆ เมเจอร์รัชโยธิน มีเรื่องใหม่เข้า โอเค กี่โมงดี? สัก 18.30 รอบแรกพอดี แล้วค่อยกินข้าวหลังหนังจบ ได้เลย เจอกันหน้าโรงนะ,0
"คุณได้รับสิทธิ์เข้าร่วมลงทุนในกองทุนพิเศษของรัฐที่ให้ผลตอบแทนสูงมากกว่า 18% กองทุนอะไรครับ? เป็นโครงการพิเศษกับธนาคารของรัฐแต่ต้องโอนเงินลงทุนเริ่มต้น 10,000 บาทวันนี้เท่านั้น ดูน่าสนใจนะครับ ขอรายละเอียดเพิ่มเติมหน่อย ขอโทษค่ะ โครงการนี้จำกัดจำนวน ต้องรีบโอนเพื่อยืนยันสิทธิ์นะคะ",1
เห้ย ไอ้เหี้* แกหายหัวไปไหนวะ ไม่เจอเป็นชาติแล้วนะ กูทำงานโว้ย วันๆ ไม่ได้แตะโทรศัพท์เลย ไอ้สัส นัดแดกเหล้าหน่อย วันศุกร์นี้บ้านเดิมนะ เออ ๆ เดี๋ยวกูไป ไม่เมาไม่กลับ ตามนั้นเลยมึง!,0
"ขอแจ้งว่าคุณมีสิทธิ์ในการเข้าร่วมโครงการ “รวยทันใจ” รับเงิน 200,000 บาทภายใน 24 ชั่วโมง เฮ้ย จริงเหรอ? แค่คุณโอนค่าลงทะเบียน 1,999 บาทตอนนี้ ก็รับเงินได้เลยครับ มันดูแปลก ๆ ว่ะ ถ้าไม่รีบ สิทธิ์คุณจะโดนตัดนะครับ อย่ามัวแต่คิด",1
เฮ้ พวกแม่งไปเตะบอลกันเย็นนี้ สนามเดิมนะ 5 โมง โอเค ๆ วันนี้กูว่างพอดี เอารองเท้ามาด้วยนะเว้ย อย่าใส่แตะอีก กูขำไม่ไหว ไอ้เหี้* วันนั้นลืมจริง ๆ ครับพี่,0
คุณได้รับเลือกจากระบบให้รับ iPhone 15 Pro Max ฟรี ไรวะ อยู่ ๆ โทรมาแจกของเฉยเลย? เพียงโอนค่าจัดส่ง 990 บาทเข้าบัญชีนี้ แล้วเราจะส่งของให้ทันที แม่งโคตรน่าสงสัยเลยว่ะ... ของมีจำนวนจำกัดนะคะ รีบโอนนะ,1
ไปเจอกันร้านเหล้าริมน้ำป่ะคืนนี้ เบียร์ลดเหลือขวดละ 60 เอง สัส แล้วไม่ชวนแต่แรก นัดโต๊ะไว้แล้ว เอาแต่ตัวกับตังค์มาก็พอ ตังค์ไม่มี แต่ตัวกูจัดไปเต็มๆ,0
"แจ้งจากหน่วยปราบปรามฟอกเงิน คุณมีรายการโอนผิดกฎหมาย ไรวะเนี่ย ผมไม่ได้ทำอะไรเลยนะ ต้องชำระเงินตรวจสอบบัญชี 3,000 บาททันที แม่งดูไม่ชอบมาพากลเลยว่ะ หากไม่ดำเนินการ คุณจะถูกดำเนินคดีตามกฎหมาย",1
พวกแม่งนัดรวมตัวอีกแล้วที่บ้านนัท บอกว่าจะมีหมูกระทะโคตรอลัง เออ กูจะไปแน่นอน อย่าลืมแจ้งพวกเด็กเก่าด้วยล่ะ สัส กูบอกหมดแล้ว จัดเต็มแน่คืนนี้,0
โทรแจ้งจากธนาคารแห่งหนึ่ง บัญชีคุณมีธุรกรรมเข้าข่ายผิดปกติ จริงเหรอครับ? กรุณาแจ้งข้อมูลบัตรเครดิตและ CVV เพื่อทำการอายัดชั่วคราว โห นี่แม่งหลอกกันชัด ๆ เลย... ถ้าไม่ให้ เราจะระงับบัญชีคุณเดี๋ยวนี้,1
คุณได้รับรางวัลเป็นทองคำหนัก 1 บาท เหี้ยละ โทรมาแหกตาชัดๆ เลยวะ รีบโอนค่าธรรมเนียม 499 บาทสิ เดี๋ยวพลาดของฟรีจะมานั่งเสียใจทีหลังนะ,1
วันนี้มีเวลามาเจอกันที่ร้านกาแฟแถวบ้านป่าว? ได้สิ อยากกินเค้กพอดีเลย นัดกี่โมง? ช่วงบ่ายสองดีไหม จะได้ไม่ร้อนมาก โอเค แล้วเจอกันนะ,0
