text,label
แจ้งเตือนความปลอดภัย บัญชีไลน์ของคุณถูกระงับ โปรดส่งรหัส 4 หลักเพื่อยืนยัน,1
Your verification code is 891230,0
เรียนลูกค้า TrueMove H โปรดเก็บ SMS นี้ไว้เพื่อยืนยันการเปิดบริการเสริม,0
แฟนเธอคือใคร ฉันอยากรู้จัก,0
"คุณเป็นผู้โชคดีได้รับเงินรางวัล 5,000 บาท กรุณาส่งรูปบัตรประชาชนเพื่อรับเงิน",1
Your 2FA code is 654321,0
สวัสดีค่ะ สำนักงานตรวจคนเข้าเมือง โทรมาสอบถามเอกสารยื่นขออนุญาตอยู่ต่อ,0
เธอไปคอนเสิร์ตวันเสาร์ไหม,0
ประตูเปิด 18:00 น.,0
บัญชีของคุณถูกล็อกเนื่องจากพยายามเข้าสู่ระบบผิดหลายครั้ง โปรดยืนยันข้อมูลผ่าน *789#,1
Your reset PIN is 321098,0
เรียนคุณสุนิสา สำนักงานประกันสังคม โทรมาแจ้งสิทธิรับเบี้ยยังชีพ,0
เสียงแปลกๆ โปรดพูดซ้ำ,0
เจอกันนอกสโมสรเทนนิสกี่โมง,0
ได้เลย,0
รหัส OTP ของคุณคือ 567890,0
ฝ่ายพัสดุไปรษณีย์โทรแจ้งว่าสินค้าคุณจัดส่งไม่สำเร็จ กรุณายืนยันที่อยู่ของคุณ,0
คุณได้รับข้อเสนอสินเชื่อดอกเบี้ยต่ำ โปรดส่งสำเนาบัตรประชาชนเพื่อดำเนินการ,1
วันนี้กินข้าวที่คาเฟ่ไหนกันดี,0
Your temporary password is abc12345,0
สวัสดีค่ะ โรงพยาบาลศิริราช โทรมาเตือนนัดตรวจสุขภาพประจำปี,0
แจ้งความค้างชำระบิลโทรศัพท์ โปรดเติมเงินเข้าเลขที่บัญชี 123-456789-0,1
ไปเที่ยวทะเลกันมั้ย,0
เสียงไม่ชัดครับ,0
ฝ่ายสรรพกรโปรดเก็บใบเสร็จนี้ไว้เพื่อลดหย่อนภาษี,0
Your login code is 102938,0
คุณได้รับสิทธิซื้อประกันสุขภาพฟรี โปรดกด *123*1# เพื่อรับกรมธรรม์,1
เพื่อนถามว่าจะไปดินเนอร์ไหมคืนนี้,0
กองทุนหมู่บ้านโทรมาสอบถามเงินช่วยเหลือฉุกเฉิน,0
รหัสยืนยันใหม่ของคุณคือ 847362,0
แจ้งเตือน บัญชีธนาคารของคุณถูกระงับ โปรดส่งข้อมูลส่วนตัวเพื่อยืนยัน,1
พรุ่งนี้มีประชุมทีมออนไลน์ 10 โมง,0
สำนักงานสถิติแห่งชาติ โทรแจ้งผลสำรวจครัวเรือน,0
ไม่รู้ว่าใครเป็นคนโทรมาค่ะ,0
Your email confirmation code is 564738,0
เราไปปั่นจักรยานกันที่สวนลุมฯ ไหม,0
คุณชนะรางวัลสลากกินแบ่งรัฐบาล กรุณาส่งภาพบัตรประชาชนเพื่อยืนยัน,1
Your MFA code is 990011,0
ธนาคารกรุงไทยโทรมาแจ้งว่าบัตร ATM ของคุณจะหมดอายุภายในเดือนนี้,0
เพื่อนถามเรื่องหนังสือเรียน,0
ส่งข่าวฉุกเฉิน บัญชี PayPal ของคุณถูกระงับ โปรดยืนยันผ่าน SMS,1
รหัส OTP สำหรับสมัครบริการใหม่คือ 445566,0
กรมทางหลวงโทรแจ้งปิดถนนชั่วคราว โปรดหลีกเลี่ยงเส้นทาง,0
เสียงผิดปกติครับ,0
จะไปดูคอนเสิร์ตวงโปรดคืนนี้ไหม,0
แจ้งเตือนระบบ หมายเลขโทรศัพท์ของคุณถูกนำไปใช้ในธุรกรรมฉ้อโกง,1
Your security code is 778899,0
อยากไปทานข้าวกลางวันที่ไหน,0
สถาบันการเงินศรีสะเกษโทรแจ้งผลอนุมัติสินเชื่อ,0
แจ้งเตือนบิลค่าน้ำค้างชำระ โปรดยืนยันรหัส 112233,1
Your pin reset code is 332211,0
เธอสนใจเล่นเกมคืนนี้ไหม,0
สำนักงานขนส่งจังหวัดลพบุรี โทรแจ้งนัดต่อใบขับขี่,0
เสียงแฮงค์ครับ,0
Your bank SMS code is 556677,0
วันนี้มาซ้อมฟุตบอลกันที่สนามไหน,0
คุณได้รับบัตรชมฟรีคอนเสิร์ต กรุณาแจ้งชื่อที่อยู่เพื่อจัดส่ง,1
Verification code: 223344,0
สถาบันรับรองวิชาชีพโทรแจ้งผลสอบ,0
เธอว่างอาทิตย์นี้ไปดำน้ำไหม,0
แจ้งเตือนเน็ตบ้านหมดอายุ โปรดกด *456*1# เพื่อชำระค่าบริการ,1
Your download code is 998877,0
ศุลกากรโทรแจ้งนัดรับสินค้าที่ด่านตม.,0
คนโทรไม่พูดอะไร,0
กินข้าวยัง,0
คุณได้รับข้อเสนอเปิดบัตรเครดิตใหม่โดยไม่ต้องค้ำประกัน,1
Your secret code is 667788,0
สำนักงานประกันภัยโทรแจ้งอนุมัติเคลมรถ,0
เมื่อไหร่จะไปเที่ยวเชียงใหม่กัน,0
แจ้งเตือน โปรดยืนยันข้อมูลบัญชีธนาคารของคุณภายใน 24 ชม.,1
Your confirmation number is 445522,0
วันเสาร์นี้เจอที่ร้านกาแฟไหม,0
กรมป้องกันและบรรเทาสาธารณภัยโทรแจ้งคำแนะนำรับมืออุทกภัย,0
เสียงแตกครับ แก้ไขหน่อย,0
รหัสยืนยันของคุณคือ 556644,0
คุณได้รับสิทธิ์แลกคูปองส่วนลด 50% กรุณาส่งบัตรประชาชนเพื่อรับสิทธิ์,1
พรุ่งนี้มีนัดติวภาษาอังกฤษตอนเย็นไหม,0
Your Apple ID verification code is 778822,0
สำนักงานพัฒนาชุมชนโทรแจ้งเงินสงเคราะห์ชุมชนจะเข้าบัญชีวันนี้,0
ไม่ทราบว่าใครโทรมา,0
สวัสดีค่ะ ดิฉันชื่อสุภาวดี โทรจากธนาคารกรุงเทพค่ะ ตอนนี้บัญชีของคุณมีการทำธุรกรรมที่ผิดปกติค่ะ,1
"ค่ะ เราตรวจพบการโอนเงินจำนวน 50,000 บาท ไปยังบัญชีในต่างประเทศค่ะ คุณยืนยันว่าคุณไม่ได้ทำรายการนี้ใช่ไหมคะ?",1
ในกรณีนี้ เราจำเป็นต้องยืนยันตัวตนของคุณเพื่อป้องกันการถูกแฮ็กค่ะ กรุณาแจ้งหมายเลขบัตรประชาชนและวันเดือนปีเกิดของคุณค่ะ,1
ขอบคุณค่ะ ตอนนี้เราจะส่งรหัส OTP ไปยังหมายเลขโทรศัพท์ของคุณ กรุณาแจ้งรหัสนั้นให้เราทราบค่ะ,1
ขอบคุณค่ะ ขณะนี้เรากำลังดำเนินการป้องกันบัญชีของคุณค่ะ,1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ ขณะนี้คุณมีสิทธิ์ได้รับเงินคืนภาษีจำนวน 15,000 บาทครับ",1
กรุณาแจ้งหมายเลขบัญชีธนาคารและรหัสผ่านเพื่อให้เราสามารถโอนเงินคืนให้คุณได้ครับ,1
หากคุณไม่ให้ข้อมูลภายใน 24 ชั่วโมง คุณจะเสียสิทธิ์ในการรับเงินคืนนะครับ,1
สวัสดีค่ะ ดิฉันโทรจากบริษัทขนส่งค่ะ พัสดุของคุณถูกส่งผิดที่ค่ะ,1
กรุณาแจ้งที่อยู่ใหม่และหมายเลขบัตรประชาชนเพื่อยืนยันตัวตนค่ะ,1
ขอบคุณค่ะ เราจะดำเนินการส่งพัสดุให้คุณใหม่ค่ะ,1
สวัสดีค่ะ ดิฉันโทรจากสำนักงานตำรวจแห่งชาติค่ะ ขณะนี้คุณมีหมายจับเนื่องจากเกี่ยวข้องกับการฟอกเงินค่ะ,1
"หากคุณต้องการยกเลิกหมายจับ กรุณาโอนเงินค่าธรรมเนียม 20,000 บาทภายในวันนี้ค่ะ",1
กรุณาโอนไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพค่ะ,1
สวัสดีค่ะ ดิฉันโทรจากบริษัทประกันชีวิตค่ะ คุณมีสิทธิ์ได้รับกรมธรรม์ฟรีค่ะ,1
กรุณาแจ้งหมายเลขบัตรประชาชนและบัญชีธนาคารเพื่อดำเนินการค่ะ,1
ขอบคุณค่ะ เราจะดำเนินการให้คุณทันทีค่ะ,1
สวัสดีครับ ผมโทรจากธนาคารกสิกรไทยครับ บัญชีของคุณมีการใช้งานผิดปกติครับ,1
กรุณาแจ้งรหัสผ่านของคุณเพื่อให้เราตรวจสอบและป้องกันการถูกแฮ็กครับ,1
ขอบคุณครับ เราจะดำเนินการตรวจสอบให้ทันทีครับ,1
สวัสดีค่ะ ดิฉันโทรจากบริษัทโทรคมนาคมค่ะ คุณมีสิทธิ์ได้รับโปรโมชั่นพิเศษค่ะ,1
คุณจะได้รับอินเทอร์เน็ตไม่จำกัดในราคาเพียง 99 บาทต่อเดือนค่ะ กรุณาแจ้งหมายเลขบัตรประชาชนเพื่อสมัครค่ะ,1
ขอบคุณค่ะ เราจะดำเนินการสมัครให้คุณทันทีค่ะ,1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ คุณมีภาษีค้างชำระจำนวน 10,000 บาทครับ",1
หากคุณไม่ชำระภาษีภายใน 3 วัน คุณจะถูกดำเนินคดีครับ กรุณาโอนเงินไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพครับ,1
สวัสดีครับ ผมโทรจากธนาคารกรุงไทยครับ บัญชีของคุณมีการใช้งานผิดปกติครับ,1
กรุณาแจ้งรหัสผ่านของคุณเพื่อให้เราตรวจสอบและป้องกันการถูกแฮ็กครับ,1
ขอบคุณครับ เราจะดำเนินการตรวจสอบให้ทันทีครับ,1
สวัสดีค่ะ ดิฉันโทรจากธนาคารแห่งประเทศไทยค่ะ ขณะนี้บัญชีของคุณมีการทำธุรกรรมที่ผิดปกติค่ะ,1
"ค่ะ เราตรวจพบการโอนเงินจำนวน 100,000 บาท ไปยังบัญชีในต่างประเทศค่ะ คุณยืนยันว่าคุณไม่ได้ทำรายการนี้ใช่ไหมคะ?",1
ในกรณีนี้ เราจำเป็นต้องยืนยันตัวตนของคุณเพื่อป้องกันการถูกแฮ็กค่ะ กรุณาแจ้งหมายเลขบัตรประชาชนและวันเดือนปีเกิดของคุณค่ะ,1
ขอบคุณค่ะ ตอนนี้เราจะส่งรหัส OTP ไปยังหมายเลขโทรศัพท์ของคุณ กรุณาแจ้งรหัสนั้นให้เราทราบค่ะ,1
ขอบคุณค่ะ ขณะนี้เรากำลังดำเนินการป้องกันบัญชีของคุณค่ะ,1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ ขณะนี้คุณมีสิทธิ์ได้รับเงินคืนภาษีจำนวน 20,000 บาทครับ",1
กรุณาแจ้งหมายเลขบัญชีธนาคารและรหัสผ่านเพื่อให้เราสามารถโอนเงินคืนให้คุณได้ครับ,1
หากคุณไม่ให้ข้อมูลภายใน 24 ชั่วโมง คุณจะเสียสิทธิ์ในการรับเงินคืนนะครับ,1
สวัสดีค่ะ ดิฉันโทรจากสำนักงานตำรวจแห่งชาติค่ะ ขณะนี้คุณมีหมายจับเนื่องจากเกี่ยวข้องกับการฟอกเงินค่ะ,1
"หากคุณต้องการยกเลิกหมายจับ กรุณาโอนเงินค่าธรรมเนียม 30,000 บาทภายในวันนี้ค่ะ",1
กรุณาโอนไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพค่ะ,1
"สวัสดีครับ ผมโทรจากกรมสรรพากรครับ คุณมีภาษีค้างชำระจำนวน 15,000 บาทครับ",1
หากคุณไม่ชำระภาษีภายใน 3 วัน คุณจะถูกดำเนินคดีครับ กรุณาโอนเงินไปยังบัญชีหมายเลข 123-456789-0 ธนาคารกรุงเทพครับ,1
เฮ้ ช่วงนี้เป็นยังไงบ้าง ไม่ได้เจอกันนานเลยนะ,0
เหมือนกันเลย งานถล่มหัว แต่ดีใจที่มีเวลาคุยบ้าง,0
คิดถึงแก๊งตอนม.6 ใช่ปะ?,0
พรุ่งนี้ว่างมั้ย ไปกินหมูกระทะกัน,0
สัก 6 โมงเย็นที่ร้านเดิมนะ,0
สวัสดีค่ะ โทรจากสำนักงานประกันสังคมนะคะ ขอแจ้งสิทธิ์ของคุณเกี่ยวกับเงินชดเชยกรณีว่างงานค่ะ,0
คุณมีสิทธิได้รับเงินชดเชย 50% ของรายได้เดือนสุดท้าย เป็นเวลาไม่เกิน 180 วันค่ะ,0
กรุณายื่นเอกสารผ่านระบบ e-Service และแนบสำเนาบัตรประชาชนพร้อมแบบฟอร์มรับรองการลาออกค่ะ,0
ได้เลยค่ะ เข้าเว็บ www.sso.go.th แล้วไปที่เมนู “ว่างงาน” ค่ะ,0
Your account verification is required to proceed with login on a new device. Are you attempting to login?,0
Thank you. Please confirm the 6-digit code we just sent via SMS to your registered number ending in 88.,0
Thank you. The verification is successful. You may now continue using your account securely.,0
เสียงแตกมากเลยครับ ได้ยินไหม?,0
ผมบอกว่าผมอยู่หน้าร้านแล้วครับ,0
ร้านกาแฟตรงปากซอยอ่ะครับ ตรงที่มีป้ายสีแดง,0
วันนี้มีประชุมงานโปรเจกต์ที่ชั้น 5 ใช่มั้ย?,0
ผมยังไม่ได้รับลิงก์ Zoom เลยนะ,0
โอเคครับ ถ้าไม่เจอเดี๋ยวรบกวนส่งให้นะ,0
สวัสดีครับ สำนักงานเขตพระนคร โทรมาแจ้งเรื่องการเปลี่ยนเวลาตัดน้ำชั่วคราวครับ,0
ในคืนวันเสาร์นี้ตั้งแต่เวลา 22.00 น. ถึงเช้าวันอาทิตย์เวลา 06.00 น. ครับ,0
ยินดีครับ แจ้งเพื่อให้ประชาชนไม่ลำบากครับ,0
This is a security confirmation call. Someone just tried to reset your account password.,0
Your account has been temporarily locked. We need you to verify your identity.,0
Please confirm your date of birth and the last 4 digits of your ID.,0
Thank you. You will receive an OTP shortly to your mobile.,0
Verification complete. Your account is secure now.,0
เธอถึงที่นัดหรือยัง?,0
โอเค เดี๋ยวเราเดินหาที่นั่งรอก่อน,0
รับทราบ เดี๋ยวจัดให้สองแก้วเลย,0
เสียงเบามากเลยค่ะ ได้ยินไม่ชัดเลย,0
อาจจะใช่ ตอนนี้อยู่บน BTS,0
โทรจากกรมควบคุมโรคนะคะ แจ้งให้คุณทราบว่าคุณเป็นผู้สัมผัสใกล้ชิดกับผู้ติดเชื้อ COVID-19 ค่ะ,0
กรุณาเข้ารับการตรวจที่โรงพยาบาลใกล้บ้าน และงดออกจากบ้าน 5 วันค่ะ,0
รหัสยืนยันของคุณคือ 334455 กรุณาใช้ภายใน 10 นาที,0
ถ้าคุณไม่ได้เป็นผู้ร้องขอ ให้รีบเปลี่ยนรหัสผ่านทันทีนะครับ,0
เฮ้ ว่างมั้ย วันนี้เรานัดกินหมูกระทะกันตอนเย็นนะ จำได้ปะ?,0
นัด 6 โมงที่ร้านประจำข้างเซเว่นอ่ะ,0
อย่าลืมเอาซอสสูตรพิเศษของแกมาด้วยนะ,0
สวัสดีครับ โทรจากธนาคารไทยพาณิชย์ ขณะนี้บัญชีของคุณมีธุรกรรมที่ไม่ปกติครับ,1
"มีการโอนเงิน 75,000 บาทไปยังบัญชีต่างประเทศครับ หากไม่ใช่คุณ กรุณายืนยันตัวตนโดยแจ้งหมายเลขบัตรประชาชนและรหัส OTP",1
ขอบคุณครับ ขณะนี้เราจะระงับธุรกรรมให้ทันที,1
แก พรุ่งนี้ว่างไหม ไปเดินเล่นที่ตลาดนัดรถไฟกัน,0
เดี๋ยวเรานัดกันที่ MRT ห้วยขวางตอนบ่ายสามนะ,0
จัดไป,0
สวัสดีค่ะ จากกรมศุลกากร แจ้งว่าคุณมีพัสดุตกค้างจากต่างประเทศ ถ้าไม่ดำเนินการจะถูกทำลาย,1
"ในกรณีนี้คุณต้องจ่ายค่าภาษีนำเข้าเพื่อเคลียร์พัสดุ จำนวน 3,500 บาทค่ะ โอนมาที่บัญชีตามนี้นะคะ...",1
มึงว่างคืนนี้มั้ย พวกเราจะรวมตัวที่บ้านจิมตอน 3 ทุ่ม,0
แจ้งพวกคนอื่น ๆ ด้วยละกัน เดี๋ยวเราซื้อของกินไว้รอ,0
คุณคือผู้โชคดีได้รับสิทธิ์กู้สินเชื่อด่วนโดยไม่ต้องใช้หลักทรัพย์ค้ำประกัน,1
"ใช่ครับ แค่โอนค่าดำเนินการล่วงหน้า 2,000 บาทเข้าบัญชีนี้ แล้วจะได้รับเงินทันที",1
หากคุณช้าเกินไป สิทธิ์จะหมดทันทีนะครับ,1
ไปดูหนังกันปะ แถวๆ เมเจอร์รัชโยธิน มีเรื่องใหม่เข้า,0
สัก 18.30 รอบแรกพอดี แล้วค่อยกินข้าวหลังหนังจบ,0
คุณได้รับสิทธิ์เข้าร่วมลงทุนในกองทุนพิเศษของรัฐที่ให้ผลตอบแทนสูงมากกว่า 18%,1
"เป็นโครงการพิเศษกับธนาคารของรัฐแต่ต้องโอนเงินลงทุนเริ่มต้น 10,000 บาทวันนี้เท่านั้น",1
ขอโทษค่ะ โครงการนี้จำกัดจำนวน ต้องรีบโอนเพื่อยืนยันสิทธิ์นะคะ,1
เห้ย ไอ้เหี้* แกหายหัวไปไหนวะ ไม่เจอเป็นชาติแล้วนะ,0
ไอ้สัส นัดแดกเหล้าหน่อย วันศุกร์นี้บ้านเดิมนะ,0
ตามนั้นเลยมึง!,0
"ขอแจ้งว่าคุณมีสิทธิ์ในการเข้าร่วมโครงการ “รวยทันใจ” รับเงิน 200,000 บาทภายใน 24 ชั่วโมง",1
"แค่คุณโอนค่าลงทะเบียน 1,999 บาทตอนนี้ ก็รับเงินได้เลยครับ",1
ถ้าไม่รีบ สิทธิ์คุณจะโดนตัดนะครับ อย่ามัวแต่คิด,1
เฮ้ พวกแม่งไปเตะบอลกันเย็นนี้ สนามเดิมนะ 5 โมง,0
เอารองเท้ามาด้วยนะเว้ย อย่าใส่แตะอีก กูขำไม่ไหว,0
คุณได้รับเลือกจากระบบให้รับ iPhone 15 Pro Max ฟรี,1
เพียงโอนค่าจัดส่ง 990 บาทเข้าบัญชีนี้ แล้วเราจะส่งของให้ทันที,1
ของมีจำนวนจำกัดนะคะ รีบโอนนะ,1
ไปเจอกันร้านเหล้าริมน้ำป่ะคืนนี้ เบียร์ลดเหลือขวดละ 60 เอง,0
นัดโต๊ะไว้แล้ว เอาแต่ตัวกับตังค์มาก็พอ,0
แจ้งจากหน่วยปราบปรามฟอกเงิน คุณมีรายการโอนผิดกฎหมาย,1
"ต้องชำระเงินตรวจสอบบัญชี 3,000 บาททันที",1
หากไม่ดำเนินการ คุณจะถูกดำเนินคดีตามกฎหมาย,1
พวกแม่งนัดรวมตัวอีกแล้วที่บ้านนัท บอกว่าจะมีหมูกระทะโคตรอลัง,0
สัส กูบอกหมดแล้ว จัดเต็มแน่คืนนี้,0
โทรแจ้งจากธนาคารแห่งหนึ่ง บัญชีคุณมีธุรกรรมเข้าข่ายผิดปกติ,1
กรุณาแจ้งข้อมูลบัตรเครดิตและ CVV เพื่อทำการอายัดชั่วคราว,1
ถ้าไม่ให้ เราจะระงับบัญชีคุณเดี๋ยวนี้,1
คุณได้รับรางวัลเป็นทองคำหนัก 1 บาท,1
รีบโอนค่าธรรมเนียม 499 บาทสิ เดี๋ยวพลาดของฟรีจะมานั่งเสียใจทีหลังนะ,1
วันนี้มีเวลามาเจอกันที่ร้านกาแฟแถวบ้านป่าว?,0
ช่วงบ่ายสองดีไหม จะได้ไม่ร้อนมาก,0
โทรจากสำนักงานเขตนะคะ แจ้งว่าพรุ่งนี้จะมีการตัดน้ำชั่วคราวนะคะ,0
ขออภัยจริงๆ นะคะ ทางเราจะรีบดำเนินการให้เร็วที่สุดค่ะ,0
ธนาคารตรวจสอบพบการเข้าบัญชีของคุณจากต่างประเทศ ต้องการยืนยันตัวตนด่วน,1
กรุณาแจ้งรหัส OTP ที่ส่งไปทาง SMS เพื่อดำเนินการค่ะ,1
เฮ้ ไอ้สัส คืนนี้มาดูบอลบ้านกูเปล่า?,0
แมนยูกับลิเวอร์พูล ศึกแดงเดือดของจริง!,0
โทรจากสำนักงานประกันสังคมนะคะ ขอยืนยันสิทธิ์รักษาพยาบาลของคุณค่ะ,0
ใช่ค่ะ คุณยังมีสิทธิ์ใช้ได้เต็มที่เลยค่ะ,0
คุณคือผู้โชคดีได้เข้าร่วมลงทุนเงินดิจิทัล กำไร 100% ในหนึ่งเดือน,1
ลงทุนแค่ 5000 บาท ได้เงินคืน 10000 บาทแน่นอน รีบตัดสินใจ,1
วันหยุดนี้ไปปั่นจักรยานที่สวนลุมกันไหม,0
สักเจ็ดโมงเช้า จะได้ไม่ร้อนมาก,0
จากสำนักงานตำรวจแห่งชาติ แจ้งว่ารถของคุณโดนใบสั่งค้างชำระค่ะ,0
เช็คข้อมูลในระบบแล้ว พบว่ามีใบสั่งค้างอยู่ 3 ใบค่ะ,0
บัญชีธนาคารของคุณถูกใช้งานที่ต่างประเทศ กรุณายืนยันตัวตนโดยด่วนค่ะ,1
กรุณาแจ้งข้อมูลบัตรและรหัส OTP ให้เราด่วนค่ะ,1
พวกมึงคืนนี้ปาร์ตี้หนักๆ บ้านไอ้เจมส์นะเว้ย,0
ซื้อของมาเยอะ ๆ เลยนะ,0
กรมสรรพากรแจ้งให้คุณยื่นภาษีเพิ่มเติมนะคะ,0
เข้าเว็บไซต์ยื่นออนไลน์หรือที่สำนักงานก็ได้ค่ะ,0
คุณได้รับสิทธิ์กู้เงินดอกเบี้ยต่ำ รีบสมัครเลย,1
แค่ส่งเอกสารสำเนาบัตรประชาชนก็ได้รับเงินทันที,1
ว่างมั้ยวันนี้ ไปกินบุฟเฟ่ต์ชาบูกัน,0
กูเพิ่งนึกได้ ร้านเปิดใหม่กำลังดัง,0
สำนักงานขนส่งแจ้งว่ารถของคุณใกล้หมดภาษีค่ะ,0
"คุณมีสิทธิ์ลุ้นรับรถยนต์ฟรี แค่โอนค่าดำเนินการ 1,000 บาท",1
ถ้าอยากได้รถฟรี รีบโอนมาเลยค่ะ,1
ไปเดินห้างกันมั้ย อยากซื้อรองเท้าใหม่,0
สักบ่ายสามโมง กำลังดี,0
กรมควบคุมโรคแจ้งเตือนเกี่ยวกับโรคระบาดใหม่ค่ะ โปรดระวังตัวด้วยนะคะ,0
คุณมีพัสดุตกค้าง รีบจ่ายค่าธรรมเนียมไม่งั้นของจะโดนทำลาย,1
มึงเห็นละครเรื่องใหม่ช่องสามยังวะ? แม่งสนุกชิบหาย,0
คุณได้รับสิทธิ์พิเศษลงทุนกับแพลตฟอร์มใหม่ กำไรวันละ 10%,1
"โอนขั้นต่ำแค่ 1,000 บาท วันนี้เท่านั้น!",1
เย็นนี้ไปเตะบอลกันมั้ย เดี๋ยวรวมแก๊งไว้ครบเลย,0
เรียนแจ้งจากสำนักงานเขต พรุ่งนี้จะมีการฉีดพ่นยุงลายในพื้นที่นะคะ,0
สวัสดีค่ะ คุณได้รับแจ้งเตือนจากระบบว่า LINE ของคุณถูกใช้งานจากอีกอุปกรณ์หนึ่ง,1
กรุณายืนยันตัวตนโดยแจ้ง OTP ตอนนี้ค่ะ,1
ไอ้สัส คืนนี้ร้านเบียร์เปิดใหม่แถวซอยเก่า ไปลองกันไหม?,0
จากการตรวจสอบสิทธิ์บัตรสวัสดิการแห่งรัฐ คุณมีสิทธิได้รับเงินเพิ่มเดือนนี้นะคะ,0
"ขอแจ้งว่าคุณมีสิทธิ์ได้รับค่าชดเชยจากการโดนฟ้องเท็จ จำนวน 200,000 บาท",1
"กรุณาโอนค่าดำเนินการ 1,500 บาทภายใน 3 ชั่วโมง",1
ไปดูคอนเสิร์ตไหมเว้ย อาทิตย์นี้ที่อิมแพคฯ มีวงโปรดมึงขึ้นโชว์,0
สำนักงานขนส่งโทรแจ้งเรื่องกำหนดตรวจสภาพรถประจำปีนะคะ,0
คุณได้รับคูปองทองคำจากโครงการแจกฟรีทั่วประเทศ รีบยืนยันสิทธิ์ก่อนหมดเวลา,1
เย็นนี้แกงค์เรานัดรวมตัว เล่นบอร์ดเกมที่ร้านเดิม ไปปะ?,0
จากกรมบัญชีกลาง แจ้งว่าท่านมีสิทธิได้รับเงินเยียวยาเพิ่มเติมจากสถานการณ์น้ำท่วม,0
คุณถูกรางวัลพิเศษล็อตเตอรี่รัฐบาลชุดพิเศษ! รีบยืนยันสิทธิ์ด้วยการโอนเงินภายใน 30 นาที,1
ไปค่ายกับพวกมันอาทิตย์หน้าไหม? ปีที่แล้วโคตรสนุก,0
โทรจากสาธารณสุขจังหวัด แจ้งการลงทะเบียนวัคซีนรอบใหม่สำหรับผู้มีโรคประจำตัว,0
ขอแจ้งว่าหมายเลขของคุณมีการลงทะเบียนซ้ำ หากไม่ยืนยันจะถูกตัดสิทธิ์ทั้งหมด,1
เฮ้ย! พรุ่งนี้สอบแล้วนะเว้ย อ่านยัง?,0
